"Time","DC","Groundtruth"
2018-07-30 21:35:00,9,0
2018-07-30 21:40:00,8,0
2018-07-30 21:45:00,9,0
2018-07-30 21:50:00,8,0
2018-07-30 21:55:00,8,0
2018-07-30 22:00:00,8,0
2018-07-31 06:00:00,5,5
2018-07-31 06:05:00,5,5
2018-07-31 06:10:00,5,5
2018-07-31 06:15:00,5,5
2018-07-31 06:20:00,5,5
2018-07-31 06:25:00,5,5
2018-07-31 06:30:00,6,5
2018-07-31 06:35:00,6,5
2018-07-31 06:40:00,6,5
2018-07-31 06:45:00,7,5
2018-07-31 06:50:00,5,5
2018-07-31 06:55:00,5,5
2018-07-31 07:00:00,5,5
2018-07-31 07:05:00,5,5
2018-07-31 07:10:00,5,5
2018-07-31 07:15:00,5,5
2018-07-31 07:20:00,5,5
2018-07-31 07:25:00,5,5
2018-07-31 07:30:00,5,5
2018-07-31 07:35:00,5,5
2018-07-31 07:40:00,5,5
2018-07-31 07:45:00,5,5
2018-07-31 07:50:00,5,5
2018-07-31 07:55:00,5,5
2018-07-31 08:00:00,5,5
2018-07-31 08:05:00,5,5
2018-07-31 08:10:00,5,5
2018-07-31 08:15:00,5,5
2018-07-31 08:20:00,5,5
2018-07-31 08:25:00,6,5
2018-07-31 08:30:00,6,5
2018-07-31 08:35:00,6,5
2018-07-31 08:40:00,6,6
2018-07-31 08:45:00,7,6
2018-07-31 08:50:00,6,7
2018-07-31 08:55:00,6,7
2018-07-31 09:00:00,8,7
2018-07-31 09:05:00,10,7
2018-07-31 09:10:00,9,29
2018-07-31 09:15:00,9,29
2018-07-31 09:20:00,16,29
2018-07-31 09:25:00,16,29
2018-07-31 09:30:00,16,32
2018-07-31 09:35:00,16,32
2018-07-31 09:40:00,18,32
2018-07-31 09:45:00,17,30
2018-07-31 09:50:00,17,29
2018-07-31 09:55:00,14,30
2018-07-31 10:00:00,14,32
2018-07-31 10:05:00,14,32
2018-07-31 10:10:00,14,32
2018-07-31 10:15:00,14,32
2018-07-31 10:20:00,14,31
2018-07-31 10:25:00,14,33
2018-07-31 10:30:00,17,34
2018-07-31 10:35:00,18,35
2018-07-31 10:40:00,18,36
2018-07-31 10:45:00,19,35
2018-07-31 10:50:00,21,35
2018-07-31 10:55:00,22,15
2018-07-31 11:00:00,18,15
2018-07-31 11:05:00,14,16
2018-07-31 11:10:00,15,16
2018-07-31 11:15:00,16,15
2018-07-31 11:20:00,16,17
2018-07-31 11:25:00,15,15
2018-07-31 11:30:00,15,14
2018-07-31 11:35:00,13,15
2018-07-31 11:40:00,14,15
2018-07-31 11:45:00,13,15
2018-07-31 11:50:00,13,15
2018-07-31 11:55:00,16,15
2018-07-31 12:00:00,14,15
2018-07-31 12:05:00,18,15
2018-07-31 12:10:00,17,15
2018-07-31 12:15:00,15,14
2018-07-31 12:20:00,17,14
2018-07-31 12:25:00,17,13
2018-07-31 12:30:00,16,13
2018-07-31 12:35:00,15,14
2018-07-31 12:40:00,15,36
2018-07-31 12:45:00,20,33
2018-07-31 12:50:00,17,34
2018-07-31 12:55:00,19,33
2018-07-31 13:00:00,20,33
2018-07-31 13:05:00,18,33
2018-07-31 13:10:00,19,35
2018-07-31 13:15:00,21,35
2018-07-31 13:20:00,21,31
2018-07-31 13:25:00,18,32
2018-07-31 13:30:00,17,32
2018-07-31 13:35:00,16,32
2018-07-31 13:40:00,16,34
2018-07-31 13:45:00,16,35
2018-07-31 13:50:00,18,36
2018-07-31 13:55:00,20,35
2018-07-31 14:00:00,20,36
2018-07-31 14:05:00,22,36
2018-07-31 14:10:00,20,34
2018-07-31 14:15:00,18,37
2018-07-31 14:20:00,19,12
2018-07-31 14:25:00,19,34
2018-07-31 14:30:00,19,32
2018-07-31 14:35:00,20,33
2018-07-31 14:40:00,22,37
2018-07-31 14:45:00,22,12
2018-07-31 14:50:00,30,34
2018-07-31 14:55:00,22,32
2018-07-31 15:00:00,26,33
2018-07-31 15:05:00,26,33
2018-07-31 15:10:00,23,33
2018-07-31 15:15:00,25,33
2018-07-31 15:20:00,26,32
2018-07-31 15:25:00,26,31
2018-07-31 15:30:00,25,31
2018-07-31 15:35:00,24,32
2018-07-31 15:40:00,23,34
2018-07-31 15:45:00,25,33
2018-07-31 15:50:00,26,34
2018-07-31 15:55:00,29,35
2018-07-31 16:00:00,26,27
2018-07-31 16:05:00,26,12
2018-07-31 16:10:00,25,11
2018-07-31 16:15:00,21,12
2018-07-31 16:20:00,20,11
2018-07-31 16:25:00,20,10
2018-07-31 16:30:00,21,10
2018-07-31 16:35:00,17,7
2018-07-31 16:40:00,14,8
2018-07-31 16:45:00,13,6
2018-07-31 16:50:00,19,5
2018-07-31 16:55:00,13,5
2018-07-31 17:00:00,13,7
2018-07-31 17:05:00,12,7
2018-07-31 17:10:00,12,7
2018-07-31 17:15:00,15,7
2018-07-31 17:20:00,15,7
2018-07-31 17:25:00,14,5
2018-07-31 17:30:00,14,5
2018-07-31 17:35:00,14,6
2018-07-31 17:40:00,16,3
2018-07-31 17:45:00,15,3
2018-07-31 17:50:00,12,2
2018-07-31 17:55:00,11,2
2018-07-31 18:00:00,12,1
2018-07-31 18:05:00,7,1
2018-07-31 18:10:00,7,1
2018-07-31 18:15:00,7,0
2018-07-31 18:20:00,8,0
2018-07-31 18:25:00,6,2
2018-07-31 18:30:00,6,2
2018-07-31 18:35:00,9,2
2018-07-31 18:40:00,8,2
2018-07-31 18:45:00,8,2
2018-07-31 18:50:00,8,3
2018-07-31 18:55:00,8,2
2018-07-31 19:00:00,9,2
2018-07-31 19:05:00,9,2
2018-07-31 19:10:00,9,1
2018-07-31 19:15:00,9,1
2018-07-31 19:20:00,8,1
2018-07-31 19:25:00,8,1
2018-07-31 19:30:00,8,1
2018-07-31 19:35:00,8,1
2018-07-31 19:40:00,8,1
2018-07-31 19:45:00,8,1
2018-07-31 19:50:00,8,1
2018-07-31 19:55:00,8,1
2018-07-31 20:00:00,8,1
2018-07-31 20:05:00,9,1
2018-07-31 20:10:00,9,1
2018-07-31 20:15:00,8,1
2018-07-31 20:20:00,7,0
2018-07-31 20:25:00,6,0
2018-07-31 20:30:00,6,0
2018-07-31 20:35:00,7,0
2018-07-31 20:40:00,7,0
2018-07-31 20:45:00,7,0
2018-07-31 20:50:00,7,0
2018-07-31 20:55:00,7,1
2018-07-31 21:00:00,7,0
2018-07-31 21:05:00,7,0
2018-07-31 21:10:00,7,0
2018-07-31 21:15:00,7,0
2018-07-31 21:20:00,7,0
2018-07-31 21:25:00,6,0
2018-07-31 21:30:00,6,0
2018-07-31 21:35:00,7,0
2018-07-31 21:40:00,7,0
2018-07-31 21:45:00,7,0
2018-07-31 21:50:00,7,0
2018-07-31 21:55:00,7,0
2018-07-31 22:00:00,7,0
2018-08-01 06:00:00,6,0
2018-08-01 06:05:00,6,0
2018-08-01 06:10:00,6,0
2018-08-01 06:15:00,5,0
2018-08-01 06:20:00,5,0
2018-08-01 06:25:00,5,0
2018-08-01 06:30:00,5,0
2018-08-01 06:35:00,5,0
2018-08-01 06:40:00,5,0
2018-08-01 06:45:00,5,0
2018-08-01 06:50:00,5,0
2018-08-01 06:55:00,5,0
2018-08-01 07:00:00,5,0
2018-08-01 07:05:00,6,0
2018-08-01 07:10:00,6,0
2018-08-01 07:15:00,6,0
2018-08-01 07:20:00,6,0
2018-08-01 07:25:00,6,0
2018-08-01 07:30:00,6,0
2018-08-01 07:35:00,6,0
2018-08-01 07:40:00,5,1
2018-08-01 07:45:00,5,2
2018-08-01 07:50:00,6,2
2018-08-01 07:55:00,6,1
2018-08-01 08:00:00,6,1
2018-08-01 08:05:00,6,1
2018-08-01 08:10:00,7,1
2018-08-01 08:15:00,5,1
2018-08-01 08:20:00,6,1
2018-08-01 08:25:00,8,0
2018-08-01 08:30:00,8,0
2018-08-01 08:35:00,7,1
2018-08-01 08:40:00,8,1
2018-08-01 08:45:00,7,1
2018-08-01 08:50:00,7,1
2018-08-01 08:55:00,7,1
2018-08-01 09:00:00,7,2
2018-08-01 09:05:00,8,3
2018-08-01 09:10:00,8,3
2018-08-01 09:15:00,11,25
2018-08-01 09:20:00,12,28
2018-08-01 09:25:00,12,28
2018-08-01 09:30:00,17,29
2018-08-01 09:35:00,17,29
2018-08-01 09:40:00,18,29
2018-08-01 09:45:00,18,29
2018-08-01 09:50:00,18,30
2018-08-01 09:55:00,18,30
2018-08-01 10:00:00,18,29
2018-08-01 10:05:00,22,29
2018-08-01 10:10:00,20,28
2018-08-01 10:15:00,18,27
2018-08-01 10:20:00,19,29
2018-08-01 10:25:00,20,29
2018-08-01 10:30:00,18,29
2018-08-01 10:35:00,20,30
2018-08-01 10:40:00,21,31
2018-08-01 10:45:00,21,29
2018-08-01 10:50:00,22,29
2018-08-01 10:55:00,21,32
2018-08-01 11:00:00,21,8
2018-08-01 11:05:00,21,8
2018-08-01 11:10:00,16,7
2018-08-01 11:15:00,14,7
2018-08-01 11:20:00,14,7
2018-08-01 11:25:00,12,7
2018-08-01 11:30:00,13,7
2018-08-01 11:35:00,13,6
2018-08-01 11:40:00,14,6
2018-08-01 11:45:00,14,6
2018-08-01 11:50:00,14,4
2018-08-01 11:55:00,14,1
2018-08-01 12:00:00,14,2
2018-08-01 12:05:00,12,3
2018-08-01 12:10:00,12,2
2018-08-01 12:15:00,12,3
2018-08-01 12:20:00,13,3
2018-08-01 12:25:00,12,3
2018-08-01 12:30:00,14,3
2018-08-01 12:35:00,14,3
2018-08-01 12:40:00,13,3
2018-08-01 12:45:00,14,3
2018-08-01 12:50:00,13,2
2018-08-01 12:55:00,14,1
2018-08-01 13:00:00,14,1
2018-08-01 13:05:00,12,1
2018-08-01 13:10:00,13,1
2018-08-01 13:15:00,12,2
2018-08-01 13:20:00,12,2
2018-08-01 13:25:00,12,4
2018-08-01 13:30:00,14,4
2018-08-01 13:35:00,14,5
2018-08-01 13:40:00,16,5
2018-08-01 13:45:00,19,5
2018-08-01 13:50:00,16,2
2018-08-01 13:55:00,16,3
2018-08-01 14:00:00,18,3
2018-03-02 07:56:00,6,5
2018-03-02 08:01:00,7,6
2018-03-02 08:06:00,8,6
2018-03-02 08:11:00,8,5
2018-03-02 08:16:00,8,6
2018-03-02 08:21:00,8,5
2018-03-02 08:26:00,8,5
2018-03-02 08:31:00,10,6
2018-03-02 08:36:00,12,7
2018-03-02 08:41:00,11,7
2018-03-02 08:46:00,11,6
2018-03-02 08:51:00,10,7
2018-03-02 08:56:00,9,8
2018-03-02 09:01:00,10,5
2018-03-02 09:06:00,10,5
2018-03-02 09:11:00,9,5
2018-03-02 09:16:00,11,6
2018-03-02 09:21:00,12,6
2018-03-02 09:26:00,12,7
2018-03-02 09:31:00,13,6
2018-03-02 09:36:00,13,7
2018-03-02 09:41:00,14,7
2018-03-02 09:46:00,14,8
2018-03-02 09:51:00,16,10
2018-03-02 09:56:00,15,12
2018-03-02 10:01:00,21,11
2018-03-02 10:06:00,26,11
2018-03-02 10:11:00,27,14
2018-03-02 10:16:00,29,16
2018-03-02 10:21:00,28,13
2018-03-02 10:26:00,28,13
2018-03-02 10:31:00,26,13
2018-03-02 10:36:00,24,15
2018-03-02 10:41:00,24,16
2018-03-02 10:46:00,25,17
2018-03-02 10:51:00,25,16
2018-03-02 10:56:00,27,17
2018-03-02 11:01:00,28,18
2018-03-02 11:06:00,31,19
2018-03-02 11:11:00,33,17
2018-03-02 11:16:00,33,20
2018-03-02 11:21:00,33,16
2018-03-02 11:26:00,33,17
2018-03-02 11:31:00,29,20
2018-03-02 11:36:00,31,22
2018-03-02 11:41:00,35,23
2018-03-02 11:46:00,36,22
2018-03-02 11:51:00,34,22
2018-03-02 11:56:00,35,22
2018-03-02 12:01:00,36,21
2018-03-02 12:06:00,32,21
2018-03-02 12:11:00,30,22
2018-03-02 12:16:00,30,21
2018-03-02 12:21:00,34,22
2018-03-02 12:26:00,34,26
2018-03-02 12:31:00,35,24
2018-03-02 12:36:00,34,24
2018-03-02 12:41:00,32,23
2018-03-02 12:46:00,33,23
2018-03-02 12:51:00,33,23
2018-03-02 12:56:00,34,24
2018-03-03 07:31:00,5,2
2018-03-03 07:36:00,4,2
2018-03-03 07:41:00,4,2
2018-03-03 07:46:00,4,2
2018-03-03 07:51:00,4,2
2018-03-03 07:56:00,5,2
2018-03-03 08:01:00,5,2
2018-03-03 08:06:00,5,2
2018-03-03 08:11:00,5,2
2018-03-03 08:16:00,5,2
2018-03-03 08:21:00,5,2
2018-03-03 08:26:00,5,2
2018-03-03 08:31:00,5,2
2018-03-03 08:36:00,5,2
2018-03-03 08:41:00,6,2
2018-03-03 08:46:00,6,2
2018-03-03 08:51:00,5,2
2018-03-03 08:56:00,5,2
2018-03-03 09:01:00,5,2
2018-03-03 09:06:00,5,2
2018-03-03 09:11:00,5,2
2018-03-03 09:16:00,5,2
2018-03-03 09:21:00,5,2
2018-03-03 09:26:00,5,5
2018-03-03 09:31:00,7,5
2018-03-03 09:36:00,7,5
2018-03-03 09:41:00,5,5
2018-03-03 09:46:00,4,5
2018-03-03 09:51:00,6,5
2018-03-03 09:56:00,7,4
2018-03-03 10:01:00,7,4
2018-03-03 10:06:00,7,5
2018-03-03 10:11:00,8,5
2018-03-03 10:16:00,8,5
2018-03-03 10:21:00,8,5
2018-03-03 10:26:00,8,5
2018-03-03 10:31:00,8,5
2018-03-03 10:36:00,8,5
2018-03-03 10:41:00,8,4
2018-03-03 10:46:00,8,4
2018-03-03 10:51:00,7,5
2018-03-03 10:56:00,8,5
2018-03-03 11:01:00,8,7
2018-03-03 11:06:00,10,7
2018-03-03 11:11:00,12,6
2018-03-03 11:16:00,12,6
2018-03-03 11:21:00,13,8
2018-03-03 11:26:00,14,9
2018-03-03 11:31:00,15,9
2018-03-03 11:36:00,15,8
2018-03-03 11:41:00,14,8
2018-03-03 11:46:00,14,8
2018-03-03 11:51:00,13,9
2018-03-03 11:56:00,13,9
2018-03-03 12:01:00,14,9
2018-03-03 12:06:00,14,10
2018-03-03 12:11:00,13,11
2018-03-03 12:16:00,15,13
2018-03-03 12:21:00,17,11
2018-03-03 12:26:00,15,11
2018-03-03 12:31:00,16,12
2018-03-03 12:36:00,15,12
2018-03-03 12:41:00,16,14
2018-03-03 12:46:00,16,14
2018-03-03 12:51:00,16,14
2018-03-03 12:56:00,14,14
2018-08-15 17:25:00,29,10
2018-08-15 17:30:00,29,9
2018-08-15 17:35:00,22,10
2018-08-15 17:40:00,21,8
2018-08-15 17:45:00,22,8
2018-08-15 17:50:00,22,8
2018-08-15 17:55:00,21,8
2018-08-15 18:00:00,21,7
2018-08-15 18:05:00,22,7
2018-08-15 18:10:00,20,6
2018-08-15 18:15:00,20,6
2018-08-15 18:20:00,20,6
2018-08-15 18:25:00,19,6
2018-08-15 18:30:00,17,8
2018-08-15 18:35:00,17,8
2018-08-15 18:40:00,18,7
2018-08-15 18:45:00,18,7
2018-08-15 18:50:00,16,7
2018-08-15 18:55:00,18,6
2018-08-15 19:00:00,17,6
2018-08-15 19:05:00,17,6
2018-08-15 19:10:00,16,6
2018-08-15 19:15:00,15,6
2018-08-15 19:20:00,14,6
2018-08-15 19:25:00,14,4
2018-08-15 19:30:00,15,4
2018-08-15 19:35:00,14,4
2018-08-15 19:40:00,14,3
2018-08-15 19:45:00,15,3
2018-08-15 19:50:00,15,3
2018-08-15 19:55:00,13,3
2018-08-15 20:00:00,12,2
2018-08-15 20:05:00,13,2
2018-08-15 20:10:00,13,3
2018-08-15 20:15:00,13,2
2018-08-15 20:20:00,13,2
2018-08-15 20:25:00,13,4
2018-08-15 20:30:00,13,4
2018-08-15 20:35:00,15,4
2018-08-15 20:40:00,14,3
2018-08-15 20:45:00,14,2
2018-08-15 20:50:00,14,2
2018-08-15 20:55:00,13,3
2018-08-15 21:00:00,12,2
2018-08-15 21:05:00,11,2
2018-08-15 21:10:00,11,3
2018-08-15 21:15:00,12,3
2018-08-15 21:20:00,13,3
2018-08-15 21:25:00,11,3
2018-08-15 21:30:00,11,3
2018-08-15 21:35:00,12,3
2018-08-15 21:40:00,12,3
2018-08-15 21:45:00,12,3
2018-08-15 21:50:00,13,3
2018-08-15 21:55:00,13,3
2018-08-15 22:00:00,16,3
2018-08-16 06:00:00,9,0
2018-08-16 06:05:00,8,0
2018-08-16 06:10:00,8,0
2018-08-16 06:15:00,9,0
2018-08-16 06:20:00,10,0
2018-08-16 06:25:00,11,0
2018-08-16 06:30:00,10,0
2018-08-16 06:35:00,10,0
2018-08-16 06:40:00,10,0
2018-08-16 06:45:00,10,0
2018-08-16 06:50:00,10,0
2018-08-16 06:55:00,11,0
2018-08-16 07:00:00,12,1
2018-08-16 07:05:00,11,1
2018-08-16 07:10:00,11,1
2018-08-16 07:15:00,11,1
2018-08-16 07:20:00,11,1
2018-08-16 07:25:00,10,1
2018-08-16 07:30:00,10,1
2018-08-16 07:35:00,10,1
2018-08-16 07:40:00,9,1
2018-08-16 07:45:00,9,1
2018-08-16 07:50:00,11,1
2018-08-16 07:55:00,12,1
2018-08-16 08:00:00,10,2
2018-08-16 08:05:00,10,2
2018-08-16 08:10:00,11,4
2018-08-16 08:15:00,10,4
2018-08-16 08:20:00,13,5
2018-08-16 08:25:00,12,5
2018-08-16 08:30:00,18,7
2018-08-16 08:35:00,18,6
2018-08-16 08:40:00,17,6
2018-08-16 08:45:00,16,6
2018-08-16 08:50:00,15,7
2018-08-16 08:55:00,17,7
2018-08-16 09:00:00,16,7
2018-08-16 09:05:00,16,7
2018-08-16 09:10:00,16,8
2018-08-16 09:15:00,15,9
2018-08-16 09:20:00,19,9
2018-08-16 09:25:00,18,9
2018-08-16 09:30:00,16,9
2018-08-16 09:35:00,17,10
2018-08-16 09:40:00,18,10
2018-08-16 09:45:00,16,10
2018-08-16 09:50:00,19,10
2018-08-16 09:55:00,17,11
2018-08-16 10:00:00,17,13
2018-08-16 10:05:00,18,12
2018-08-16 10:10:00,20,13
2018-08-16 10:15:00,22,14
2018-08-16 10:20:00,21,14
2018-08-16 10:25:00,21,17
2018-08-16 10:30:00,23,16
2018-08-16 10:35:00,28,15
2018-08-16 10:40:00,24,15
2018-08-16 10:45:00,25,15
2018-08-16 10:50:00,25,15
2018-08-16 10:55:00,24,15
2018-08-16 11:00:00,24,15
2018-08-16 11:05:00,25,17
2018-08-16 11:10:00,25,17
2018-08-16 11:15:00,24,17
2018-08-16 11:20:00,27,18
2018-08-16 11:25:00,27,18
2018-08-16 11:30:00,27,22
2018-08-16 11:35:00,30,21
2018-08-16 11:40:00,34,20
2018-08-16 11:45:00,32,21
2018-08-16 11:50:00,34,20
2018-08-16 11:55:00,32,21
2018-08-16 12:00:00,32,19
2018-08-16 12:05:00,35,18
2018-08-16 12:10:00,31,19
2018-08-16 12:15:00,31,19
2018-08-16 12:20:00,31,19
2018-08-16 12:25:00,31,19
2018-08-16 12:30:00,32,18
2018-08-16 12:35:00,28,18
2018-08-16 12:40:00,23,17
2018-08-16 12:45:00,28,17
2018-08-16 12:50:00,28,17
2018-08-16 12:55:00,24,20
2018-08-16 13:00:00,25,19
2018-08-16 13:05:00,26,20
2018-08-16 13:10:00,26,22
2018-08-16 13:15:00,26,20
2018-08-16 13:20:00,26,20
2018-08-16 13:25:00,24,20
2018-08-16 13:30:00,26,22
2018-08-16 13:35:00,27,20
2018-08-16 13:40:00,27,20
2018-08-16 13:45:00,29,22
2018-08-16 13:50:00,28,22
2018-08-16 13:55:00,31,21
2018-08-16 14:00:00,30,20
2018-08-16 14:05:00,28,19
2018-08-16 14:10:00,31,18
2018-08-16 14:15:00,31,18
2018-08-16 14:20:00,30,18
2018-08-16 14:25:00,31,21
2018-08-16 14:30:00,36,20
2018-08-16 14:35:00,36,21
2018-08-16 14:40:00,34,21
2018-08-16 14:45:00,33,21
2018-08-16 14:50:00,36,19
